source	component_id	owner_id	owner_name	owner_hierarchy	component_line	script_guid	script_file_id	script_paths	enabled
Assets/AddressableAssetsData/AddressableAssetSettings.asset	11400000	0			3	468a46d0ae32c3544b7d98094e6448a9	11500000	[]	1
Assets/Animations/Cutscene/Crest Get Anim.prefab	114724804207875695	1709254077376921	Crest Get Anim	Crest Get Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Enemies/Aspid Hopper Anim.prefab	114724804207875695	1709254077376921	Aspid Hopper Anim	Aspid Hopper Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Aspid Hatchling Anim.prefab	114724804207875695	1709254077376921	Aspid Hatchling Anim	Aspid Hatchling Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bone Hunter Tiny Anim.prefab	114724804207875695	1709254077376921	Bone Hunter Tiny Anim	Bone Hunter Tiny Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Cloverstag White Anim.prefab	114724804207875695	1709254077376921	Cloverstag White Anim	Cloverstag White Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Crowman Juror Tiny Anim.prefab	114724804207875695	1709254077376921	Crowman Juror Tiny Anim	Crowman Juror Tiny Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Dustroach Pollywog Anim.prefab	114724804207875695	1709254077376921	Dustroach Pollywog Anim	Dustroach Pollywog Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Fields Flyer Anim.prefab	114724804207875695	1709254077376921	Fields Flyer Anim	Fields Flyer Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Grasshopper Slasher Anim.prefab	114724804207875695	1709254077376921	Grasshopper Slasher Anim	Grasshopper Slasher Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Grove Pilgrim Fly Anim.prefab	114724804207875695	1709254077376921	Grove Pilgrim Fly Anim	Grove Pilgrim Fly Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Lace Anim.prefab	114724804207875695	1709254077376921	Lace Anim	Lace Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	Pilgrim 04 Anim	Pilgrim 04 Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Pilgrim StaffWielder Anim.prefab	114724804207875695	1709254077376921	Pilgrim StaffWielder Anim	Pilgrim StaffWielder Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Pond Skater Anim.prefab	114724804207875695	1709254077376921	Pond Skater Anim	Pond Skater Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Shield Dockworker Anim.prefab	114724804207875695	1709254077376921	Shield Dockworker Anim	Shield Dockworker Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Silk Boss DeathEmbrace Anim.prefab	114724804207875695	1709254077376921	Silk Boss DeathEmbrace Anim	Silk Boss DeathEmbrace Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Skull King Anim.prefab	114724804207875695	1709254077376921	Skull King Anim	Skull King Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
