source	component_id	owner_id	owner_name	owner_hierarchy	component_line	script_guid	script_file_id	script_paths	enabled
Assets/Animations/Enemies/Hollow Shade.prefab	114724804207875695	1709254077376921	Hollow Shade	Hollow Shade	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Enemies/Pilgrim Bellthrower Fly Anim.prefab	114724804207875695	1709254077376921	Pilgrim Bellthrower Fly Anim	Pilgrim Bellthrower Fly Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Enemies/Projectiles.prefab	114724804207875695	1709254077376921	Projectiles	Projectiles	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Enemies/White Palace Fly Anim.prefab	114724804207875695	1709254077376921	White Palace Fly Anim	White Palace Fly Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Anim.prefab	114724804207875695	1709254077376921	Hornet Anim	Hornet Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet CrestWeapon Whip Anim.prefab	114724804207875695	1709254077376921	Hornet CrestWeapon Whip Anim	Hornet CrestWeapon Whip Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Blade Spider Anim.prefab	114724804207875695	1709254077376921	Blade Spider Anim	Blade Spider Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bloat Roach Anim.prefab	114724804207875695	1709254077376921	Bloat Roach Anim	Bloat Roach Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bone Crawler Anim.prefab	114724804207875695	1709254077376921	Bone Crawler Anim	Bone Crawler Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bone Flyer Giant Anim.prefab	114724804207875695	1709254077376921	Bone Flyer Giant Anim	Bone Flyer Giant Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bone Spitter Anim.prefab	114724804207875695	1709254077376921	Bone Spitter Anim	Bone Spitter Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
