source	component_id	owner_id	owner_name	owner_hierarchy	component_line	script_guid	script_file_id	script_paths	enabled
Assets/AddressableAssetsData/AddressableAssetGroupSortSettings.asset	11400000	0			3	dea69d41f90c6ea4fa55c27c1d60c145	11500000	[]	1
Assets/Animations/Bone Worm BlueTurret Anim.prefab	114724804207875695	1709254077376921	Bone Worm BlueTurret Anim	Bone Worm BlueTurret Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Bosses/Mantis Lords Anim.prefab	114724804207875695	1709254077376921	Mantis Lords Anim	Mantis Lords Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Clockwork Dancers Anim.prefab	114724804207875695	1709254077376921	Clockwork Dancers Anim	Clockwork Dancers Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet/Sprintmaster Bounce Pod Anim.prefab	114724804207875695	1709254077376921	Sprintmaster Bounce Pod Anim	Sprintmaster Bounce Pod Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Aspid Collector Anim.prefab	114724804207875695	1709254077376921	Aspid Collector Anim	Aspid Collector Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Blade Spider Hang Anim.prefab	114724804207875695	1709254077376921	Blade Spider Hang Anim	Blade Spider Hang Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Coral Swimmers Anim.prefab	114724804207875695	1709254077376921	Coral Swimmers Anim	Coral Swimmers Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Cradle Challenge Pea Anim.prefab	114724804207875695	1709254077376921	Cradle Challenge Pea Anim	Cradle Challenge Pea Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	Dock Worker Anim	Dock Worker Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Hunter Queen Anim.prefab	114724804207875695	1709254077376921	Hunter Queen Anim	Hunter Queen Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Roof Crab Anim.prefab	114724804207875695	1709254077376921	Roof Crab Anim	Roof Crab Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Rosary Pilgrim Anim.prefab	114724804207875695	1709254077376921	Rosary Pilgrim Anim	Rosary Pilgrim Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Slab Fly Mid Anim.prefab	114724804207875695	1709254077376921	Slab Fly Mid Anim	Slab Fly Mid Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Song Golem Anim.prefab	114724804207875695	1709254077376921	Song Golem Anim	Song Golem Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Surface Scuttler Anim.prefab	114724804207875695	1709254077376921	Surface Scuttler Anim	Surface Scuttler Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Blue Scientist Anim.prefab	114724804207875695	1709254077376921	Blue Scientist Anim	Blue Scientist Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Bone Beast NPC Anim.prefab	114724804207875695	1709254077376921	Bone Beast NPC Anim	Bone Beast NPC Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Bonetown/Bonetown BG Pilgrims Anim.prefab	114724804207875695	1709254077376921	Bonetown BG Pilgrims Anim	Bonetown BG Pilgrims Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Dice Game Anim.prefab	114724804207875695	1709254077376921	Dice Game Anim	Dice Game Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Dust Traders Anim.prefab	114724804207875695	1709254077376921	Dust Traders Anim	Dust Traders Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Memory Spider Anim.prefab	114724804207875695	1709254077376921	Memory Spider Anim	Memory Spider Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Relic Dealer Anim.prefab	114724804207875695	1709254077376921	Relic Dealer Anim	Relic Dealer Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Tiny Brood Mother Anim.prefab	114724804207875695	1709254077376921	Tiny Brood Mother Anim	Tiny Brood Mother Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
