source	component_id	owner_id	owner_name	owner_hierarchy	component_line	script_guid	script_file_id	script_paths	enabled
Assets/AddressableAssetsData/AssetGroups/Schemas/StartupCore_ContentUpdateGroupSchema.asset	11400000	0			3	5834b5087d578d24c926ce20cd31e6d6	11500000	[]	1
Assets/Animations/Hornet CrestWeapon Scythe Anim.prefab	114724804207875695	1709254077376921	Hornet CrestWeapon Scythe Anim	Hornet CrestWeapon Scythe Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bloom Puncher Anim.prefab	114724804207875695	1709254077376921	Bloom Puncher Anim	Bloom Puncher Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bone Circler Vicous Anim.prefab	114724804207875695	1709254077376921	Bone Circler Vicous Anim	Bone Circler Vicous Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bone Thumper Anim.prefab	114724804207875695	1709254077376921	Bone Thumper Anim	Bone Thumper Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Giant Centipede Anim.prefab	114724804207875695	1709254077376921	Giant Centipede Anim	Giant Centipede Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Lightbearer Anim.prefab	114724804207875695	1709254077376921	Lightbearer Anim	Lightbearer Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Mite Heavy Anim.prefab	114724804207875695	1709254077376921	Mite Heavy Anim	Mite Heavy Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Mossbone Mother Cln.prefab	114724804207875695	1709254077376921	Mossbone Mother Cln	Mossbone Mother Cln	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Rhino Anim.prefab	114724804207875695	1709254077376921	Rhino Anim	Rhino Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
