source	component_id	owner_id	owner_name	owner_hierarchy	component_line	script_guid	script_file_id	script_paths	enabled
Assets/AddressableAssetsData/AssetGroups/Schemas/StartupScenes_BundledAssetGroupSchema.asset	11400000	0			3	e5d17a21594effb4e9591490b009e7aa	11500000	[]	1
Assets/AddressableAssetsData/DataBuilders/BuildScriptPackedMode.asset	11400000	0			3	3e2e0ffa088c91d41a086d0b8cb16bdc	11500000	[]	1
Assets/Animations/Hornet/Hornet Heart Grab Anim.prefab	114724804207875695	1709254077376921	Hornet Heart Grab Anim	Hornet Heart Grab Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Abyss Grab Tendril Anim.prefab	114724804207875695	1709254077376921	Abyss Grab Tendril Anim	Abyss Grab Tendril Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Bone Hopper Anim.prefab	114724804207875695	1709254077376921	Bone Hopper Anim	Bone Hopper Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1709254077376921	Coral Warrior Anim	Coral Warrior Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Crawfather Anim.prefab	114724804207875695	1709254077376921	Crawfather Anim	Crawfather Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Dock Charger Anim.prefab	114724804207875695	1709254077376921	Dock Charger Anim	Dock Charger Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Farmer Catcher Anim.prefab	114724804207875695	1709254077376921	Farmer Catcher Anim	Farmer Catcher Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Flower Drifter Anim.prefab	114724804207875695	1709254077376921	Flower Drifter Anim	Flower Drifter Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/MossBone Crawler Fat Anim.prefab	114724804207875695	1709254077376921	MossBone Crawler Fat Anim	MossBone Crawler Fat Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	Pilgrim Fisher Enemy Anim	Pilgrim Fisher Enemy Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Pilgrim Hiker Anim.prefab	114724804207875695	1709254077376921	Pilgrim Hiker Anim	Pilgrim Hiker Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Raptured Citadel Anim.prefab	114724804207875695	1709254077376921	Raptured Citadel Anim	Raptured Citadel Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Roachkeeper Anim.prefab	114724804207875695	1709254077376921	Roachkeeper Anim	Roachkeeper Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Stick Insect Anim.prefab	114724804207875695	1709254077376921	Stick Insect Anim	Stick Insect Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet Enemies/Understore Mite Giant Anim.prefab	114724804207875695	1709254077376921	Understore Mite Giant Anim	Understore Mite Giant Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Forge Daughter Anim.prefab	114724804207875695	1709254077376921	Forge Daughter Anim	Forge Daughter Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Hornet NPCs/Librarian Anim.prefab	114724804207875695	1709254077376921	Librarian Anim	Librarian Anim	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
Assets/Animations/Props/City/Cog Map Station.playable	11400000	0			3	1f79187d04fa6fdd168e19d4bafe7dfa	337831424	"[""Assets/Plugins/Unity.Timeline.dll""]"	1
Assets/Animations/Props/City/Cog Map Station.playable	114709254077376921	0			24	1f79187d04fa6fdd168e19d4bafe7dfa	1467732076	"[""Assets/Plugins/Unity.Timeline.dll""]"	1
Assets/Animations/Scenery/Effects/WaterDrip.prefab	114724804207875695	1709254077376921	WaterDrip	WaterDrip	35	fdac0a3e1d5ed46ceaf857a65cc11efe	11500000	"[""Assets/Scripts/TeamCherry/TeamCherry.TK2D/tk2dSpriteAnimation.cs""]"	1
